Age,Gender,Country,City,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Credit_Balance,Churned,Signup_Quarter
18.0,Male,Japan,Yokohama,5.7,17.0,27.4,7.9,51.7,2.0,13.0,110.57,63.0,77.88000000000001,1.9,28.7,7.0,1.0,39.5,31.1,1.0,1126.77,1326.0,0,Q4
26.0,Male,Germany,Munich,1.2,18.0,30.8,8.8,51.1,3.0,13.0,163.55,0.0,89.1,10.8,17.0,8.0,0.0,,,2.0,1711.38,2614.0,0,Q3
29.0,Female,India,Bangalore,2.6,5.0,25.4,6.0,54.3,7.0,7.0,44.18,12.0,45.9,2.2,28.1,7.0,2.0,45.4,12.2,5.0,253.29,2105.0,0,Q3
38.0,Male,USA,New York,4.0,2.0,19.8,8.3,58.1,4.0,9.0,72.65,16.0,35.9,5.8,5.1,7.0,1.0,5.8,4.8,3.0,607.88,2851.0,0,Q2
18.0,Other,USA,Chicago,3.6,12.0,36.3,11.0,69.8,4.0,23.4,52.11,38.0,40.56,6.9,24.5,9.0,1.0,37.7,18.9,1.0,878.37,2699.0,0,Q4
29.0,Male,Canada,Ottawa,10.0,10.0,26.9,11.2,55.5,6.0,13.0,200.61,,6.8,,15.8,3.0,3.0,26.2,22.7,1.0,2214.37,2105.0,0,Q1
29.0,Male,USA,Houston,1.8,24.0,39.2,13.8,54.9,12.0,16.0,51.69,18.0,29.0,1.4,25.3,2.0,2.0,33.5,23.8,2.0,837.75,3683.0,0,Q2
49.0,Male,UK,Glasgow,1.4,18.0,29.5,11.6,53.6,1.0,12.0,55.32,35.0,17.4,1.5,22.6,1.0,,39.5,21.6,1.0,582.6,3194.0,0,Q3
63.0,Female,UK,Leeds,7.5,16.0,27.6,12.2,36.5,7.0,14.0,132.3,25.0,69.1,0.6,12.2,2.0,2.0,42.4,19.6,4.0,2173.06,,0,Q1
41.0,Female,Germany,Berlin,3.1,32.0,44.1,19.6,3.7,16.0,25.0,121.47,17.0,45.9,4.7,41.5,1.0,5.0,90.0,,1.0,2610.12,3734.0,0,Q2
38.0,Female,India,Mumbai,7.2,7.0,34.3,9.1,38.4,5.0,13.0,112.07,22.0,48.1,,41.3,7.0,6.0,35.3,20.8,3.0,1714.64,2229.0,0,Q1
,Female,UK,Birmingham,3.4,5.0,26.9,7.1,63.0,3.0,14.0,115.89,1.0,41.6,4.8,19.8,6.0,2.0,13.3,18.4,2.0,1499.86,,0,Q3
25.0,Female,India,Chennai,2.5,11.0,29.5,7.8,50.5,2.0,9.0,175.09,5.0,40.2,4.3,13.5,5.0,1.0,0.0,13.8,4.0,1644.04,770.0,0,Q2
25.0,Female,Japan,Tokyo,2.2,20.0,28.2,6.7,57.1,0.0,14.0,51.72,31.0,45.3,6.7,5.5,7.0,2.0,5.1,16.4,1.0,814.38,2502.0,0,Q2
39.0,Male,USA,New York,4.2,28.0,,11.6,69.5,3.0,16.0,169.36,31.0,17.8,3.4,22.4,2.0,6.0,44.1,23.9,2.0,2343.86,,0,Q1
27.0,Male,UK,London,3.5,8.0,19.6,7.8,55.4,2.0,15.6,160.77,14.0,96.71999999999998,2.9,1.3,5.0,2.0,48.8,17.4,3.0,1672.82,348.0,0,Q4
40.0,Male,Canada,Vancouver,3.2,4.0,5.3,5.0,69.9,1.0,6.5,78.75,37.0,69.6,1.0,19.6,7.0,2.0,16.8,8.7,5.0,396.17,756.0,0,Q4
29.0,Male,USA,New York,1.6,8.0,33.3,7.1,81.6,9.0,7.0,50.17,25.0,74.8,14.4,7.3,5.0,3.0,38.1,15.2,5.0,347.51,1827.0,0,Q2
26.0,Male,Germany,Cologne,1.3,8.0,26.3,9.0,77.2,0.0,9.0,90.35,15.0,13.7,0.7,1.6,5.0,0.0,31.0,16.8,2.0,964.17,1980.0,0,Q1
69.0,Female,USA,Chicago,0.4,22.0,40.3,10.5,45.5,5.0,26.0,144.93,64.0,16.08,10.8,27.9,4.0,,42.3,31.0,3.0,3332.21,1958.0,0,Q4
32.0,Female,USA,Phoenix,6.7,8.0,24.8,8.0,54.9,3.0,10.4,61.84,6.0,21.48,9.7,6.6,5.0,3.0,22.9,15.7,4.0,465.16,502.0,0,Q4
36.0,Female,USA,Houston,2.6,30.0,50.1,13.2,29.2,16.0,22.0,72.61,,43.3,6.0,56.5,6.0,6.0,74.6,41.1,3.0,1687.65,,0,Q3
52.0,Male,France,Paris,3.1,30.0,41.7,16.5,8.9,7.0,20.0,92.58,3.0,65.4,13.7,47.1,2.0,4.0,67.1,,3.0,2025.33,4223.0,0,Q2
44.0,Female,France,Toulouse,8.1,14.0,28.6,8.9,35.1,6.0,12.0,77.19,63.0,82.9,3.6,29.1,3.0,0.0,,22.2,4.0,1055.36,1032.0,0,Q1
21.0,Male,USA,New York,0.7,14.0,8.7,4.2,52.8,1.0,7.0,107.26,47.0,66.6,,18.5,7.0,0.0,33.5,17.7,3.0,882.33,760.0,0,Q2
,Female,UK,Leeds,2.4,22.0,34.9,13.8,42.2,1.0,16.0,73.08,25.0,45.8,6.5,22.1,7.0,3.0,29.9,,3.0,1294.67,1322.0,0,Q1
52.0,Female,Canada,Ottawa,0.8,19.0,44.7,12.4,52.9,10.0,19.0,68.78,15.0,52.8,10.7,23.5,2.0,8.0,54.9,24.2,2.0,1247.63,4346.0,0,Q1
22.0,Female,Germany,Berlin,2.0,13.0,15.2,5.6,42.1,4.0,9.0,158.96,14.0,31.4,5.9,16.7,6.0,3.0,,26.9,4.0,1484.63,1686.0,0,Q1
48.0,Female,UK,Glasgow,2.2,5.0,18.1,5.7,53.8,0.0,5.0,243.94,,48.1,6.0,5.2,9.0,3.0,15.0,7.7,4.0,1171.57,456.0,0,Q3
,Male,USA,Chicago,1.8,33.0,55.3,14.9,19.7,14.0,24.0,125.91,58.0,16.0,26.5,54.8,3.0,8.0,,50.1,2.0,3550.36,4340.0,0,Q1
,Male,Germany,Frankfurt,7.2,17.0,25.4,6.8,41.7,1.0,7.0,119.36,2.0,27.4,,19.8,6.0,3.0,11.6,19.5,1.0,698.77,3345.0,0,Q2
47.0,Male,Germany,Hamburg,1.5,23.0,32.0,,42.3,12.0,23.0,94.93,32.0,60.9,11.2,51.1,3.0,4.0,62.3,36.6,2.0,2582.47,2879.0,0,Q2
30.0,Male,UK,Leeds,1.5,3.0,22.4,4.3,68.0,2.0,4.0,91.21,8.0,63.7,2.7,5.6,8.0,3.0,0.0,10.5,1.0,402.78,427.0,0,Q1
30.0,Female,UK,Leeds,3.3,15.0,27.2,,57.2,2.0,13.0,42.98,82.0,45.72,10.0,16.7,10.0,1.0,27.4,13.6,3.0,363.92,1003.0,0,Q4
29.0,Female,USA,Phoenix,4.4,25.0,42.9,11.9,27.8,7.0,17.0,164.55,8.0,43.8,18.8,34.2,1.0,5.0,65.9,30.9,2.0,2448.78,2147.0,0,Q1
26.0,Female,UK,Birmingham,2.6,7.0,,8.0,65.3,4.0,9.0,83.9,19.0,37.0,6.3,17.7,8.0,1.0,0.0,15.0,2.0,679.51,,0,Q3
28.0,Female,USA,New York,2.5,21.0,45.8,12.0,28.1,7.0,20.0,170.59,16.0,3.4,5.0,24.0,1.0,,,38.9,3.0,3537.63,2014.0,0,Q1
24.0,Male,USA,New York,1.1,15.0,41.5,,27.8,6.0,20.8,126.63,4.0,93.24,4.4,33.9,4.0,4.0,69.8,29.9,3.0,2350.74,2201.0,0,Q4
31.0,Female,Australia,Adelaide,2.2,19.0,33.1,10.5,49.6,3.0,19.0,142.89,39.0,49.9,2.7,21.6,4.0,3.0,,24.3,3.0,3104.55,3844.0,0,Q1
31.0,Female,Canada,Vancouver,2.7,37.0,30.1,11.0,38.2,8.0,16.0,148.04,21.0,34.3,5.9,32.0,1.0,4.0,46.7,31.2,2.0,2295.06,1910.0,0,Q3
35.0,Female,USA,New York,2.4,14.0,35.4,13.3,44.9,3.0,16.0,71.36,6.0,49.9,,37.6,4.0,2.0,73.5,26.5,,1063.35,2405.0,0,Q2
36.0,Male,Canada,Toronto,1.5,5.0,,,65.0,1.0,2.0,116.8,20.0,,1.3,23.4,9.0,2.0,16.0,19.5,3.0,256.17,582.0,0,Q3
34.0,Male,UK,London,1.1,23.0,39.0,,58.4,5.0,17.0,132.66,8.0,67.6,7.2,32.3,5.0,7.0,38.5,19.9,,2496.24,2564.0,0,Q1
48.0,Male,Japan,Tokyo,0.4,13.0,30.7,9.6,53.2,7.0,11.7,77.72,6.0,35.64,6.0,29.7,8.0,2.0,17.6,29.8,3.0,821.86,2448.0,0,Q4
54.0,Male,USA,Chicago,7.3,7.0,11.8,2.3,55.7,2.0,2.0,63.21,8.0,75.0,2.7,4.3,8.0,2.0,,3.4,1.0,110.82,1745.0,0,Q3
30.0,Female,USA,Phoenix,2.3,8.0,24.0,8.3,55.2,5.0,10.4,80.46,46.0,30.96,2.1,22.2,10.0,2.0,24.6,13.8,1.0,601.45,3641.0,0,Q4
63.0,Female,Canada,Toronto,0.6,16.0,25.9,7.4,79.1,4.0,17.0,184.3,19.0,,3.5,4.6,5.0,2.0,0.0,,3.0,3627.59,,0,Q2
33.0,Female,Germany,Frankfurt,0.8,17.0,29.9,11.2,47.4,2.0,15.0,81.09,12.0,58.5,3.5,8.8,5.0,3.0,29.6,28.2,3.0,1016.14,2133.0,0,Q3
29.0,Male,Canada,Toronto,6.9,12.0,23.6,10.3,57.0,3.0,13.0,115.65,48.0,33.9,2.8,11.8,3.0,3.0,11.3,26.5,1.0,1303.0,1184.0,0,Q1
18.0,Male,France,Toulouse,2.2,13.0,28.4,10.5,53.5,2.0,7.0,104.9,36.0,35.6,8.5,8.8,4.0,4.0,13.2,7.7,2.0,800.02,350.0,0,Q3
60.0,Male,USA,Chicago,3.3,22.0,32.6,,33.2,5.0,18.0,89.98,8.0,49.5,5.0,31.4,6.0,3.0,47.0,36.8,5.0,1377.47,1443.0,0,Q3
39.0,Male,France,Lyon,4.4,11.0,25.7,8.2,31.2,4.0,10.0,263.79,46.0,43.1,,17.9,4.0,2.0,32.3,16.8,1.0,2686.03,2091.0,0,Q2
44.0,Male,Australia,Perth,0.3,14.0,36.9,11.5,29.8,4.0,20.0,102.72,13.0,51.1,0.6,22.5,3.0,,43.4,29.3,3.0,2155.46,1862.0,0,Q2
52.0,Female,USA,Los Angeles,4.2,17.0,38.6,8.6,52.2,4.0,20.8,93.9,21.0,75.36,2.5,2.7,5.0,2.0,51.7,17.3,4.0,1300.17,2065.0,0,Q4
47.0,Female,USA,Chicago,2.9,30.0,36.4,11.4,41.2,8.0,23.4,135.93,28.0,64.2,18.5,24.4,4.0,4.0,50.5,17.7,2.0,2020.31,2811.0,0,Q4
24.0,Male,USA,New York,1.7,2.0,27.3,9.1,71.7,1.0,9.1,71.94,8.0,75.6,13.1,11.4,8.0,4.0,18.9,,2.0,442.85,1288.0,0,Q4
40.0,Male,India,Delhi,3.4,36.0,57.0,17.7,11.7,11.0,20.0,158.75,6.0,31.4,6.2,39.5,2.0,4.0,79.8,41.6,1.0,3762.35,4843.0,0,Q3
33.0,Female,Germany,Hamburg,0.9,25.0,25.6,7.5,75.8,5.0,11.0,152.74,2.0,2.3,8.2,0.0,6.0,3.0,23.9,,3.0,1574.06,630.0,0,Q1
36.0,Female,Australia,Sydney,6.6,26.0,59.6,16.9,27.7,13.0,25.0,64.05,6.0,58.3,6.9,34.9,0.0,8.0,71.2,37.8,3.0,1660.51,4426.0,0,Q3
67.0,Male,USA,Chicago,4.1,26.0,35.9,12.0,45.6,11.0,18.2,126.83,24.0,74.88,6.3,26.5,3.0,4.0,16.4,27.3,3.0,1819.09,4026.0,0,Q4
48.0,Male,UK,Manchester,5.0,9.0,13.7,5.6,80.8,3.0,4.0,97.72,0.0,78.0,2.6,0.0,8.0,0.0,48.0,16.5,2.0,354.16,364.0,0,Q1
,Male,USA,Phoenix,5.1,7.0,27.9,5.1,74.0,7.0,11.0,65.75,6.0,78.9,8.3,3.6,10.0,2.0,,13.5,2.0,645.55,1979.0,0,Q1
34.0,Male,Canada,Vancouver,1.6,0.0,,8.9,60.7,3.0,8.0,162.18,6.0,58.0,9.2,0.0,12.0,1.0,17.1,19.2,3.0,1448.4,2983.0,0,Q2
26.0,Female,UK,Birmingham,3.4,19.0,41.2,7.3,37.9,7.0,15.0,211.58,145.0,18.2,14.8,29.6,3.0,4.0,38.0,18.9,2.0,3523.79,1924.0,0,Q1
37.0,Male,India,Hyderabad,0.8,16.0,32.5,11.6,40.6,4.0,17.0,138.42,26.0,6.9,9.4,23.3,1.0,6.0,57.2,23.3,2.0,2467.28,5180.0,0,Q2
37.0,Female,India,Hyderabad,2.3,14.0,19.2,4.3,74.4,3.0,24.7,168.39,4.0,18.36,3.1,28.0,4.0,6.0,36.5,15.3,2.0,3820.9,2379.0,0,Q4
43.0,Male,Germany,Munich,1.5,27.0,43.4,16.8,25.9,11.0,28.6,131.65,110.0,49.32,3.3,34.0,4.0,4.0,53.4,,3.0,2399.87,,0,Q4
33.0,Female,Germany,Frankfurt,3.4,23.0,39.4,5.6,60.1,6.0,13.0,92.88,57.0,12.8,6.2,7.2,7.0,0.0,43.4,19.1,2.0,1097.47,3002.0,0,Q3
34.0,Female,USA,New York,3.4,14.0,37.6,12.1,48.3,2.0,19.5,55.98,18.0,34.44,5.3,25.1,6.0,2.0,57.7,26.6,,968.33,1919.0,0,Q4
36.0,Male,USA,Phoenix,1.1,3.0,23.0,4.6,77.9,6.0,13.0,99.83,6.0,39.2,10.4,4.7,5.0,,16.1,26.8,3.0,1368.36,1714.0,0,Q2
57.0,Male,USA,New York,3.8,8.0,20.1,6.3,60.1,5.0,6.0,72.02,5.0,58.0,12.9,11.5,9.0,3.0,8.2,9.8,2.0,395.27,2283.0,0,Q2
21.0,Female,Germany,Berlin,5.3,17.0,36.8,11.9,47.2,8.0,14.0,91.62,59.0,47.4,16.1,35.0,2.0,7.0,49.7,26.9,2.0,1300.49,4282.0,0,Q2
47.0,Male,UK,Glasgow,3.2,2.0,38.2,7.0,46.7,3.0,11.0,63.71,31.0,48.3,3.1,16.0,6.0,5.0,36.3,11.5,2.0,657.31,1923.0,0,Q3
26.0,Male,UK,Glasgow,5.5,9.0,21.1,12.3,60.2,2.0,20.8,94.69,110.0,75.96,7.2,,4.0,3.0,35.3,20.3,4.0,1236.77,1197.0,0,Q4
40.0,Female,France,Toulouse,1.1,10.0,24.8,3.7,65.4,4.0,5.0,141.05,43.0,74.0,10.1,3.6,6.0,2.0,25.4,16.2,4.0,637.19,1405.0,0,Q3
18.0,Male,USA,Houston,4.7,7.0,33.4,12.2,60.1,7.0,24.0,76.51,45.0,44.5,8.8,14.0,2.0,3.0,57.5,25.3,4.0,1505.83,1623.0,0,Q1
46.0,Female,Australia,Adelaide,3.8,12.0,43.3,13.2,40.4,3.0,16.0,197.51,16.0,44.1,6.5,30.6,0.0,,,34.8,4.0,2651.08,3070.0,0,Q3
42.0,Male,Germany,Frankfurt,9.1,9.0,,7.3,80.7,2.0,10.4,188.38,16.0,51.84,10.7,,10.0,1.0,8.0,18.1,2.0,1341.05,1404.0,0,Q4
52.0,Male,Australia,Perth,2.8,17.0,51.1,,32.8,10.0,24.0,102.0,44.0,41.6,,50.4,5.0,6.0,55.1,37.3,3.0,2569.19,3752.0,0,Q2
47.0,Male,UK,London,2.5,15.0,44.1,15.8,45.7,7.0,15.0,128.21,3.0,25.1,5.3,24.3,5.0,3.0,59.4,29.2,3.0,1669.72,3880.0,0,Q3
56.0,Male,USA,New York,4.6,11.0,31.3,9.5,52.5,9.0,16.0,144.44,37.0,74.7,0.5,29.3,5.0,,36.5,16.7,,2194.93,,0,Q1
49.0,Male,USA,Phoenix,2.9,12.0,26.3,11.0,77.4,5.0,18.2,139.52,29.0,26.04,11.4,3.0,8.0,3.0,13.1,9.0,2.0,1602.62,1927.0,0,Q4
34.0,Male,UK,Birmingham,1.7,4.0,15.8,6.6,62.4,7.0,9.0,64.95,42.0,,4.8,7.5,6.0,2.0,0.0,14.5,1.0,557.16,992.0,0,Q3
49.0,Male,Canada,Vancouver,2.9,21.0,30.1,8.3,73.1,3.0,13.0,87.08,35.0,11.9,1.7,22.3,7.0,2.0,41.4,21.4,1.0,1105.35,2457.0,0,Q3
69.0,Male,Canada,Vancouver,1.2,19.0,39.1,13.8,65.0,5.0,20.8,105.77,6.0,29.52,11.4,31.1,5.0,,20.3,22.2,4.0,1448.44,3620.0,0,Q4
52.0,Female,USA,Phoenix,1.6,12.0,,10.5,67.3,1.0,9.0,103.57,41.0,57.4,6.3,35.9,6.0,4.0,0.0,15.6,1.0,1073.28,2411.0,0,Q2
30.0,Female,USA,Chicago,0.5,8.0,18.7,8.1,66.5,,8.0,193.1,52.0,23.8,,27.1,9.0,3.0,41.1,8.0,3.0,1686.13,371.0,0,Q2
45.0,Male,USA,Phoenix,1.8,32.0,59.4,18.5,38.1,12.0,25.0,100.52,5.0,13.7,4.8,36.5,1.0,7.0,66.3,42.0,3.0,2202.22,5810.0,0,Q2
36.0,Male,UK,Birmingham,5.3,7.0,20.0,5.7,59.7,1.0,8.0,69.26,75.0,77.7,2.7,20.4,6.0,1.0,30.8,14.3,1.0,562.73,2085.0,0,Q2
43.0,Female,USA,Los Angeles,1.1,5.0,13.8,6.6,75.6,4.0,13.0,73.95,11.0,53.52,2.2,22.6,6.0,2.0,14.3,15.9,3.0,700.19,,0,Q4
49.0,Male,USA,New York,4.8,0.0,23.5,4.6,63.7,1.0,13.0,81.91,14.0,65.52,12.9,8.8,9.0,0.0,10.2,12.0,1.0,947.44,1534.0,0,Q4
33.0,Male,USA,New York,1.8,11.0,21.0,8.9,56.6,4.0,19.5,46.29,15.0,83.28,11.0,7.3,4.0,1.0,20.5,10.8,1.0,563.97,461.0,0,Q4
18.0,Female,Japan,Tokyo,6.0,14.0,34.0,13.0,42.6,9.0,21.0,42.83,10.0,51.3,,38.3,3.0,1.0,43.7,31.6,1.0,795.41,3142.0,0,Q3
34.0,Male,USA,Houston,0.6,11.0,20.5,8.4,38.6,6.0,13.0,65.41,28.0,57.7,13.7,13.7,4.0,2.0,,19.6,1.0,997.68,2592.0,0,Q2
42.0,Female,Canada,Vancouver,4.5,11.0,21.2,1.0,71.0,1.0,7.0,136.86,8.0,35.1,0.6,13.8,3.0,0.0,11.0,17.4,2.0,901.23,0.0,0,Q1
45.0,Male,UK,Manchester,2.0,11.0,21.1,7.8,50.0,2.0,13.0,54.42,4.0,53.0,6.3,9.5,4.0,2.0,35.5,31.8,2.0,714.88,3439.0,0,Q1
46.0,Male,Australia,Sydney,6.5,26.0,32.9,16.9,38.1,3.0,18.0,184.16,19.0,54.9,,19.4,5.0,5.0,69.8,34.7,1.0,2844.36,2333.0,0,Q2
45.0,Male,Canada,Calgary,0.6,10.0,24.3,8.8,77.0,3.0,11.7,67.83,46.0,27.6,8.9,26.3,5.0,,46.7,18.9,2.0,635.7,663.0,0,Q4
65.0,Female,India,Bangalore,3.2,4.0,21.3,7.8,64.3,7.0,11.0,116.64,52.0,42.8,3.9,11.7,7.0,1.0,0.0,24.3,2.0,1299.78,83.0,0,Q3
43.0,Male,UK,Glasgow,4.8,8.0,22.8,,40.7,4.0,5.0,99.32,73.0,15.2,1.8,11.5,2.0,3.0,19.4,,2.0,406.79,225.0,0,Q1
45.0,Female,USA,New York,3.7,0.0,6.2,6.0,79.0,0.0,5.2,85.56,5.0,7.919999999999999,3.6,0.0,4.0,1.0,3.7,5.1,3.0,297.53,828.0,0,Q4
41.0,Male,USA,Chicago,2.9,12.0,40.6,11.3,41.9,4.0,15.0,107.83,5.0,18.9,6.1,28.1,6.0,,78.9,22.2,4.0,1838.44,2493.0,0,Q3
47.0,Female,Canada,Vancouver,3.3,16.0,42.9,15.8,26.2,10.0,20.0,71.76,57.0,48.3,1.4,45.9,3.0,4.0,45.5,34.9,5.0,1638.23,4720.0,0,Q2
36.0,Female,USA,Los Angeles,3.2,0.0,21.9,4.5,68.4,1.0,7.0,85.98,0.0,69.4,5.6,11.4,8.0,0.0,0.5,4.5,2.0,516.94,2131.0,0,Q3
47.0,Male,India,Delhi,7.8,11.0,10.9,6.5,70.9,1.0,5.0,94.22,7.0,12.0,7.5,4.5,5.0,1.0,12.4,5.2,1.0,514.27,0.0,0,Q3
45.0,Female,UK,London,2.3,15.0,27.5,12.6,56.5,5.0,13.0,69.15,38.0,18.3,8.0,22.2,2.0,5.0,51.0,27.6,1.0,795.55,3279.0,0,Q3
33.0,Female,Germany,Cologne,3.1,19.0,32.4,8.6,27.2,6.0,13.0,148.83,28.0,40.32,17.1,27.9,6.0,4.0,26.8,,2.0,1734.11,3739.0,0,Q4
33.0,Female,USA,Phoenix,3.8,5.0,37.7,12.9,68.1,5.0,13.0,137.48,16.0,89.52,7.9,41.0,6.0,1.0,26.7,,3.0,1372.81,480.0,0,Q4
43.0,Male,Germany,Cologne,1.0,10.0,30.9,10.6,65.3,2.0,10.0,103.39,38.0,26.0,1.5,13.7,6.0,3.0,25.9,14.3,4.0,1033.58,2756.0,0,Q2
32.0,Female,UK,Leeds,1.8,17.0,27.4,,61.6,3.0,10.0,114.3,13.0,49.6,16.4,19.7,5.0,2.0,10.0,16.5,2.0,1034.43,1445.0,0,Q1
42.0,Female,Canada,Vancouver,6.4,0.0,11.7,6.2,77.3,3.0,7.800000000000001,71.17,2.0,49.92,1.4,22.7,3.0,0.0,2.2,12.5,1.0,376.91,813.0,0,Q4
47.0,Male,India,Mumbai,1.8,18.0,51.3,10.7,39.7,10.0,18.0,141.14,43.0,,5.2,36.9,3.0,2.0,72.6,32.9,5.0,2711.41,2190.0,0,Q2
54.0,Male,India,Bangalore,1.1,12.0,37.8,11.2,48.2,8.0,13.0,91.3,3.0,69.5,1.0,41.1,5.0,5.0,,28.8,1.0,1078.31,2451.0,0,Q2
56.0,Male,USA,Chicago,6.3,9.0,16.3,6.7,63.6,3.0,7.0,157.98,67.0,,3.4,12.9,4.0,3.0,27.8,6.4,2.0,1195.44,,0,Q1
61.0,Female,USA,Phoenix,2.2,12.0,40.3,12.4,51.4,,20.8,105.51,25.0,29.16,2.9,23.7,4.0,3.0,53.7,19.5,2.0,1465.52,3702.0,0,Q4
37.0,Female,UK,London,7.2,26.0,40.7,13.5,31.8,9.0,20.8,110.07,75.0,36.0,7.7,15.4,7.0,7.0,39.7,26.6,5.0,1452.9,1773.0,0,Q4
,Female,UK,Manchester,4.6,23.0,43.8,11.4,19.2,5.0,21.0,106.05,24.0,14.1,3.5,45.4,4.0,12.0,71.0,,1.0,2330.53,1841.0,0,Q1
,Male,USA,Chicago,1.0,29.0,44.2,11.5,31.1,,15.0,98.72,,63.1,7.6,6.9,4.0,4.0,,29.5,2.0,1563.7,2825.0,0,Q2
40.0,Male,USA,New York,1.0,21.0,16.8,,56.1,,14.3,136.01,,59.4,3.8,26.3,9.0,5.0,42.9,15.8,4.0,1292.26,2065.0,0,Q4
41.0,Female,UK,Leeds,0.8,22.0,44.9,15.3,43.6,11.0,19.0,117.16,49.0,42.9,9.4,36.4,3.0,4.0,,28.2,3.0,2060.98,3375.0,0,Q1
34.0,Female,USA,Phoenix,1.7,25.0,30.3,7.9,61.5,2.0,19.0,71.08,39.0,36.5,,6.3,5.0,3.0,34.8,20.8,4.0,1109.67,1897.0,0,Q2
25.0,Male,USA,Houston,1.7,17.0,39.1,12.9,57.3,7.0,14.0,113.44,23.0,29.2,0.8,35.4,4.0,5.0,16.6,,3.0,1775.88,3020.0,0,Q3
28.0,Male,UK,Leeds,1.6,17.0,47.0,18.9,45.3,6.0,22.0,136.83,17.0,27.6,10.2,50.9,4.0,7.0,37.3,31.3,2.0,3020.66,4579.0,0,Q1
21.0,Female,UK,Manchester,1.8,4.0,24.0,11.2,44.8,4.0,11.7,109.01,16.0,49.440000000000005,16.0,,5.0,2.0,26.9,15.2,2.0,1122.12,2710.0,0,Q4
34.0,Male,USA,Los Angeles,4.6,17.0,26.6,9.6,62.6,5.0,15.6,119.79,26.0,31.32,11.8,23.5,6.0,2.0,,20.8,2.0,1645.83,2594.0,0,Q4
38.0,Female,France,Paris,5.4,4.0,31.7,8.2,66.4,5.0,13.0,112.64,14.0,14.8,3.3,25.9,2.0,3.0,3.1,13.4,2.0,1546.75,1823.0,0,Q2
36.0,Male,USA,Houston,3.0,8.0,17.0,,61.4,4.0,11.0,100.47,2.0,26.6,0.7,24.5,10.0,1.0,29.3,,3.0,1035.53,107.0,0,Q3
29.0,Male,Canada,Calgary,0.9,5.0,,8.5,68.7,4.0,6.0,117.55,7.0,17.5,6.8,0.0,9.0,0.0,,,2.0,590.54,1028.0,0,Q3
61.0,Female,Australia,Perth,5.3,30.0,56.2,20.6,4.0,12.0,23.0,109.89,30.0,40.6,10.6,55.1,0.0,11.0,100.0,,1.0,2369.46,7197.0,0,Q1
40.0,Female,Australia,Melbourne,3.7,2.0,15.8,5.0,75.0,0.0,3.9,79.55,8.0,54.72,3.0,13.1,5.0,0.0,29.6,12.8,3.0,267.79,1448.0,0,Q4
46.0,Female,USA,Houston,0.2,18.0,24.7,6.4,50.2,6.0,14.0,108.19,125.0,57.6,4.2,15.2,7.0,11.0,67.4,29.7,3.0,1296.85,3875.0,0,Q3
,Female,USA,Chicago,2.3,17.0,29.3,10.0,41.7,3.0,12.0,105.03,103.0,50.4,17.2,26.0,1.0,4.0,23.0,15.8,5.0,1315.5,2378.0,0,Q2
49.0,Male,USA,New York,5.8,30.0,40.6,15.2,24.3,8.0,18.0,101.44,120.0,39.6,1.4,34.2,1.0,7.0,,34.9,3.0,1584.85,3698.0,0,Q2
19.0,Male,USA,Houston,1.6,10.0,21.6,5.6,57.3,3.0,6.0,117.96,5.0,,10.9,14.4,4.0,2.0,1.4,10.2,4.0,768.41,2432.0,0,Q1
38.0,Female,Canada,Montreal,4.2,25.0,43.5,17.4,103.91161044382376,6.0,23.0,63.3,13.0,21.4,14.9,45.0,4.0,6.0,40.9,31.0,2.0,1285.1,4614.0,0,Q2
40.0,Female,USA,Chicago,2.3,11.0,15.7,7.5,83.3,1.0,10.0,117.71,16.0,61.0,4.4,15.8,8.0,0.0,17.5,4.9,3.0,1121.61,2746.0,0,Q3
46.0,Female,Germany,Berlin,3.5,1.0,13.4,7.2,65.1,0.0,3.9,117.94,8.0,,2.7,,9.0,1.0,0.0,10.5,1.0,382.31,0.0,0,Q4
25.0,Female,UK,Manchester,4.0,13.0,,4.6,62.7,0.0,13.0,58.21,7.0,35.7,8.0,12.8,5.0,2.0,34.6,17.7,3.0,639.1,,0,Q1
47.0,Male,France,Toulouse,2.5,11.0,22.8,6.2,69.2,3.0,13.0,175.89,17.0,68.64,5.8,9.2,5.0,1.0,26.3,17.7,2.0,2090.33,1841.0,0,Q4
32.0,Female,USA,Phoenix,10.0,8.0,26.6,,62.6,5.0,10.0,113.72,1.0,30.4,10.7,,2.0,3.0,48.7,14.6,2.0,960.27,2665.0,0,Q1
47.0,Female,UK,London,3.0,19.0,30.4,14.4,35.8,,14.0,226.79,65.0,63.0,3.8,34.6,1.0,1.0,56.2,,2.0,2976.67,1277.0,0,Q2
40.0,Male,Japan,Nagoya,3.4,7.0,21.5,6.3,64.9,1.0,10.4,183.88,7.0,70.8,2.4,0.0,5.0,2.0,0.0,20.8,3.0,1603.16,1405.0,0,Q4
36.0,Female,UK,London,0.5,8.0,29.7,7.3,71.4,3.0,5.0,127.67,49.0,27.4,5.2,0.0,10.0,0.0,29.3,5.7,1.0,605.21,2087.0,0,Q1
